,#iteration,L1 norm of errors(log) on nodes,L2 norm of errors(log) on nodes,planning time,execution time
0,1,2.184802057337663,2.6359328901014125,40.027,16467.703
1,2,5.574790192033115,25.83475258752703,117.475,7844968.447
2,3,1.6475892584595453,1.2426770944623498,98.651,99494.317
3,4,3.1437960247904755,6.219298787472509,101.357,17084.286
4,5,3.926035874082231,11.125848988186815,98.974,16206.898
5,6,3.4037276600974753,8.632679403320248,99.061,24487.011
6,7,3.431450084508004,8.070115052562326,103.668,16173.563
7,8,1.7485343316252848,1.6643680000721939,101.737,18109.254
8,9,1.6678217994687419,1.2941589488313139,99.385,18136.75
9,10,1.625510524193638,1.208008326370706,104.552,16168.295
10,11,1.5119177087748668,1.143784250316615,99.558,16178.531
11,12,1.4041961568797419,0.9336715499156862,99.672,16215.546
12,13,1.3247962078511755,0.7934069114313366,99.687,16157.496
13,14,1.253576125366532,0.6649760157120472,104.168,16657.029
14,15,1.1783954663670277,0.5609853121353149,103.021,16550.346
15,16,1.110746082864674,0.47848279542339334,104.548,16288.859
16,17,1.0522029089790177,0.41556436935332774,100.125,16161.732
17,18,1.0173402935848497,0.3778376536479303,99.972,16194.647
18,19,0.9813987739312598,0.346502579669306,99.969,16214.392
19,20,0.9529358565231582,0.32393007837738846,101.532,16174.79
20,21,0.9313828231383238,0.3081869563845914,99.751,16166.032
21,22,0.9181379303862672,0.29802219713116623,100.207,16187.411
22,23,0.8995452709914068,0.2876016458747917,99.834,16206.702
23,24,0.8917495709523652,0.2830173661220706,99.987,16170.652
24,25,0.8849891903977073,0.2794088389666418,100.007,16168.805
25,26,0.8751063481853246,0.2746845124789763,103.211,16210.777
26,27,0.8777353301564766,0.27598391576978637,100.297,16144.595
27,28,0.8818620122079562,0.27806472999068654,101.172,16165.795
28,29,0.8782139466093931,0.2764104292263214,99.876,16177.065
29,30,0.8822841985501623,0.27856102767742935,99.939,16241.014
30,31,0.8817007594130865,0.278301266383322,104.175,16207.969
31,32,0.8816927647322136,0.27829771168527706,100.079,16185.69
32,33,0.8801619385607066,0.2776194116908985,99.774,16195.578
33,34,0.8806022244601256,0.27781401961126073,101.389,16229.003
34,35,0.8891358373177826,0.282027466394209,99.708,16202.647
35,36,0.8899737559769799,0.2824030754390642,99.87,16206.73
36,37,0.8914138667583397,0.2830519063457682,101.047,16205.711
37,38,0.8916368718591768,0.28315275047299127,99.924,16175.712
38,39,0.8921809018075101,0.28339918108342854,102.225,16562.94
39,40,0.8919474032552016,0.283293340149809,101.136,16228.037
40,41,0.8984919838642654,0.28669631760826597,99.652,16217.768
41,42,0.8982559036436414,0.2865891630213467,101.061,16180.697
42,43,0.8985211584489602,0.28670956741596676,100.09,16163.327
43,44,0.8988764896133866,0.28687107976242837,99.752,16184.068
44,45,0.8981816196878797,0.28655546928908365,99.748,16218.28
45,46,0.8985291150061582,0.28671318122823386,99.798,16183.69
46,47,0.8980807969209533,0.28650975573202053,99.846,16184.764
47,48,0.8982797794575753,0.28659999496169203,99.564,16209.952
48,49,0.8978923902964436,0.28642438569968715,100.79,16162.16
49,50,0.8981126367876521,0.2865241898936669,101.502,16175.357
50,51,0.8978499275641195,0.2864051549649611,100.695,16183.868
51,52,0.8974358214036816,0.2862178015625568,103.426,16221.37
52,53,0.9034059883901849,0.2894291380501053,99.685,16167.918
53,54,0.9031085756135829,0.28929479166763566,99.8,16171.439
54,55,0.9030448327945882,0.28926602097904575,99.802,16196.615
55,56,0.9030793606592428,0.28928160432095035,99.679,16220.933
56,57,0.9026197768003444,0.2890743772740663,101.293,16156.234
57,58,0.9025878903162264,0.2890600152821191,99.99,16177.702
58,59,0.9024151541888318,0.2889822485452537,100.081,16197.453
59,60,0.9022716276348443,0.28891767750808234,101.527,16161.308
60,61,0.9022344136838621,0.2889009420819467,102.657,16163.66
61,62,0.9020084421048081,0.28879938023846,100.892,16180.012
62,63,0.9019393111867745,0.28876833007928987,101.24,16212.845
63,64,0.9017691224097816,0.2886919305015713,99.834,16160.31
64,65,0.9017664629803103,0.2886907371146735,99.911,16151.998
65,66,0.9017239111468508,0.2886716444164822,99.745,16173.958
66,67,0.9015510257016465,0.2885941092205944,99.866,16203.319
67,68,0.9015244252877411,0.2885821848454686,103.271,16166.831
68,69,0.9014446198002747,0.28854641830859035,99.954,16178.16
69,70,0.9013887521692999,0.2885213876140545,103.505,16192.544
70,71,0.9013967334505358,0.2885249631309833,99.576,16149.71
71,72,0.9012477390295678,0.28845823645256585,99.747,16157.049
72,73,0.9012424173896515,0.2884558539942385,102.117,16173.596
73,74,0.9011492841065428,0.28841416809046044,103.872,16209.538
74,75,0.9011652504282494,0.288421313289053,100.599,16163.434
75,76,0.9011040448106192,0.28839392551046183,101.38,16168.949
76,77,0.9010774325040226,0.288382019594808,99.59,16173.808
77,78,0.9010561421488176,0.28837249565401624,99.698,16198.389
78,79,0.9009922683633959,0.28834392805472964,101.36,16156.849
79,80,0.9009816223358288,0.28833916740411386,99.763,16188.226
80,81,0.9009390370921418,0.2883201265616794,100.644,16182.885
81,82,0.9009257288315701,0.2883141768759701,108.095,16153.733
82,83,0.900877817626993,0.2882927602848828,102.54,16150.756
83,84,0.9008831412075277,0.28829513973006843,100.049,16172.761
84,85,0.9008485374274605,0.28827967412313954,99.836,16209.297
85,86,0.9008352279624335,0.28827372630797826,100.358,16156.625
86,87,0.9008219183202629,0.2882677787679447,101.697,16159.115
87,88,0.9007899744562787,0.2882535057944573,102.901,16167.429
88,89,0.9007740021416238,0.28824636990206665,103.918,16202.915
89,90,0.9007606916845282,0.2882404236277743,99.729,16172.646
90,91,0.9007473810502641,0.2882344776286778,100.397,16173.86
91,92,0.9007287458646366,0.2882261536922922,99.99,16180.359
92,93,0.9007207592502019,0.28822258645611637,102.927,16196.132
93,94,0.9007047858299727,0.2882154522810172,101.06,16157.677
94,95,0.9007074480843967,0.28821664128267654,105.391,16164.636
95,96,0.9006834875394264,0.28820594066410543,99.486,16210.583
96,97,0.900678162895911,0.2882035628699813,103.462,16164.344
97,98,0.9006808252212134,0.28820475176153837,102.574,16159.94
98,99,0.9006542016492335,0.28819286334146854,100.282,16169.781
99,100,0.9006568640383285,0.2881940521339247,104.196,16219.878
100,101,0.9006382271658068,0.28818573081797927,101.546,16149.751
101,102,0.9006435520219699,0.2881881082817613,100.94,16179.836
102,103,0.9006302398284002,0.2881821647048992,99.791,16159.957
103,104,0.9006302398284002,0.2881821647048992,101.565,16195.007
104,105,0.9006169274576122,0.28817622140334953,102.127,16149.234
105,106,0.9006195899459469,0.2881774100416336,100.051,16183.666
106,107,0.9006116024596763,0.28817384415982045,102.715,16205.08
107,108,0.9006036149096043,0.28817027837712555,101.16,16162.835
